ɕikʰin̪i	the peahen
ɕikʰiput͡ɕt͡ɕʰo	a peacock's tail
ɕikʰi	the peacock
ɕiŋa	a horn for blowing ; a trumpet
ɕiŋɡa	Horn ; trumpet
ɕind͡ʑit̪	resounding ; jingling
ɕind͡ʑin̪i	an anklet that makes jingling noise
ɕit̪i	Black
ɕit̪ikontʰo	one with a blue-coloured neck ; Shiva
ɕit̪ʰan̪	a pillow
ɕit̪ʰil̪	Loose ; slack
ɕit̪ʰil̪t̪a	Loss ness ; laxity
ɕin̪	shin
ɕin̪n̪i	Offering of
ɕib	good, beneficial ; auspicious
ɕib	: good
ɕibod͡ʑnan̪	the conception that all is good
ɕibot̪boprapt̪i	death
ɕibn̪et̪ro	the upturned eyes of Shiva ; one with such eyes
ɕibbaɦon̪	the bull
ɕibrat̪ri	the night of
ɕibl̪iŋɡo	a phallic symbol of Shiva
ɕibl̪ok	the abode of Shiva
ɕiba	the vixen ; the fox
ɕiban̪i	Goddess Durga the wife of Shiva
ɕibal̪e̯o	the abode of Shiva ; a temple of Shiva
ɕibika	a palanquine
ɕibikarɦini	going in a palanquin or sedan
ɕibir	camp ; a camp
ɕibiro s̪ɦapn̪o kora	to pitch a tent or tents ; to encamp
ɕibero os̪ad̪̤d͡zo	even gods cannot do
ɕim	the kidney-bean ; the bean
ɕimul̪	the silk-cotton plant
ɕimul̪o t̪ul̪	silk-cotton, kapok
ɕimbo	the kidney-bean or its plant ; the bean, the legume
ɕie̯or	imminence
ɕie̯a	the Shiah sect ; a Shiah
ɕie̯akul̪	a wild-thorny plant or its berry
ɕie̯al̪	the jackal ; the fox
ɕie̯al̪	fox ; jackal
ɕie̯al̪t͡ɕʰan̪a	a cub
ɕie̯al̪ɸaঁki	hoodwinking
ɕie̯al̪ero dak	yelp, howl
ɕie̯al̪ero d͡zukt̪i	a mischievous counsel or plan
ɕir	Head
ɕird̪aঁɽa	Backbone ; spinal cord
ɕirn̪am	title ; heading
ɕirn̪i	Offering of
ɕiroɕt͡ɕʰed̪	decapitation, be heading
ɕiroɕt͡ɕʰed̪o kora	to decapitate, to behead
˜ɕiros̪ko	two headed, bicephalous
ɕiros̪t̪ro	a helmet ; a headdress
ɕiros̪t̪ran	helmet ; headpiece
ɕira	a vein ; the artery
ɕiraɡron̪ɦi	varicose veins
ɕirabin̪d͡zas̪	venation
ɕiral̪	having prominent veins, venose ; veined
ɕiriʂ	the rain-tree ; its flower
ɕird̪eɕ	the region of the head ; the head, the crown
ɕird̪̤ard͡zo	to be borne on the head ; to be accepted with reverence
ɕird̪̤ard͡zo kora	to bear on one's head
ɕirn̪am	the superscription of a letter ; the heading
ɕirpa	a reward
ɕirb̤uʂon	an ornament for the head ; an object of glory or reverence
ɕirmoni	a jewel for the head ; a title given to Sanskrit scholars
ɕirruɦ	hair growing on one's head
ɕil̪	hailstone, hail ; a flat stone for sharpening tools
ɕil̪n̪oɽa	the mortar and the pestle
ɕil̪o poɽt͡ɕʰe	it hails
ɕil̪o poɽa	to hail
ɕil̪a	stone ; rock
ɕil̪ad͡ʑt̪u	bitumen ; asphalt
ɕil̪at̪ol̪	a floor paved with stone
ɕil̪apotto	a stone slab
ɕil̪aborʂon	hailstorm
ɕil̪abɽiʂti	Rain with hail
ɕil̪ame̯o	made of stone ; stony
ɕil̪amurt̪i	a stone statue
ɕil̪aros̪	storax ; benzoin
ɕil̪al̪ipi	a rock inscription
ɕil̪ib̤ut̪	fossilized ; petrified
ɕil̪imukʰ	an arrow ; the bee
ɕil̪po	industrial
ɕil̪po	industry
ɕil̪po od̪̤ikort̪a	the Director of Industries
ɕil̪pokormo	a work of art ; a handicraft
ɕil̪pokl̪a	fine arts
ɕil̪pokl̪abit̪	versed in fine arts
ɕil̪pokowɕol̪	artistic skill ; artistry
ɕil̪pod͡ʑat̪	manufactured, industrial
ɕil̪popt̪i	industrialist ; bourgeois
ɕil̪poprot̪iʂtʰan̪	manufactory ; atelier
ɕil̪poprod̪orɕon̪i	an art exhibition ; an industrial exhibition
ɕil̪pobid̪d͡za	a technical or industrial art ; a craft
ɕil̪pobid̪d͡zal̪e̯o	an industrial or technical school ; a school of fine arts
ɕil̪pobid̪̤i	an industrial act ; a rule of art
ɕil̪pomon̪t̪rok	the ministry of industry
ɕil̪pod͡zon̪t̪ro	a machine
ɕil̪pod͡zan̪t̪rik	an industrial engineer
ɕil̪pod͡zd͡ʑon̪	industrialization
ɕil̪poɕal̪a	a work shop, a manufactory ; a smithy
ɕil̪pae̯on̪	industrialisation
ɕil̪pae̯on̪	industrialization
ɕil̪pal̪e̯o	an art institute
ɕil̪pik	artistic
ɕil̪pi	artist
ɕil̪pira	craftsmen
ɕiɕmoɦol̪	a glass-house
ɕiɕi	a phial made of glass
ɕiɕir	dew ; frost
ɕiɕirkona	a dewdrop
ɕiɕird̪̤owt̪	washed with dew
ɕiɕirpat̪	dewfall
ɕiɕirbin̪d̪u	a dewdrop
ɕiɕirs̪ikt̪o	drenched in or wet with dew
ɕiɕiros̪l̪at̪	bathed in dew
ɕiɕiraŋko	dew point
ɕiɕu	children
ɕiɕu	infant
ɕiɕukon̪d͡za	fem. an infant daughter
ɕiɕukal̪	infancy, babyhood, child hood
ɕiɕut̪bo	infancy
ɕiɕud̪er	infant
ɕiɕupatʰ	a juvenile reader
ɕiɕupal̪on̪	childcare ; bringing up and rearing of children
ɕiɕuput̪ro	an infant son
ɕiɕuprokɽit̪i	childlike ; simple as a child
ɕiɕuprokɽit̪i	childlike nature or simplicity
ɕiɕumar	the porpoise ; the dolphin
ɕiɕura	children
ɕiɕuɕikʂa	child education ; juvenile education
ɕiɕus̪on̪t̪an̪	an infant child
ɕiɕus̪aɦit̪d͡zo	juvenile literature, children's literature
ɕiɕus̪aɦit̪d͡zik	an author of juvenile literature
ɕiɕus̪ul̪ob̤	childlike, natural for a child ; simple, innocent
ɕiɕuɦot̪d͡za	infanticide
ɕiɕuɦot̪d͡zakari	an infanticide
ɕiɕn̪o	the penis
ɕiʂ	an ear of corn ; a cornstalk
ɕiʂto	gentle, civil ; polite
ɕiʂtot̪a	politeness, courteousness ; civility
ɕiʂtobae̯u	residual air
ɕiʂto s̪omb̤aʂon	polite or courteous address
ɕiʂtat͡ɕar	etiquette ; civility, courtesy
ɕiʂtat͡ɕari	civil, courteous ; well-behaved
ɕiʂd͡zo	a pupil ; a disciple
ɕiʂd͡zot̪bo	pupilage ; discipleship
ɕis̪	a whistle ; a sweet short note
ɕis̪o d̪ee̯a	to whistle
ɕiɦron	Thrill ; startling
ɕiɦron̪	a thrill ; a shiver or shudder
ɕiɦra	to have a thrill ; to horripilate, to have goose-flesh
ɕiɦrit̪	thrilled ; horripilating
ɕikor	a drop of water
ɕi̤ɡ̤ro	Swift
ɕit̪	cold ; cool
ɕit̪	winter ; cold, chill
ɕit̪ok	a refrigerator
ɕit̪o kora	to feel cold ; to shiver with cold
ɕit̪o katan̪	to winter
ɕit̪kat̪ort̪a	over-sensitive ness to cold ; affliction caused by cold
ɕit̪kat̪ure	over-sensitive to cold
ɕit̪kal̪	the winter season
ɕit̪kal̪in̪	of winter, winter, wintry
ɕit̪o ketet͡ɕʰe	winter is at an end
ɕit̪t̪apon̪ie̯on̪t̪rit̪	air-conditioned
ɕit̪on̪	refrigeration
ɕit̪o poɽet͡ɕʰe	winter has set in
ɕit̪oprod̪̤an̪	characterized by predominance of cold
ɕit̪oprod̪̤an̪o d̪eɕ	a cold country
ɕit̪bos̪t̪ro	warm clothes ; winter garment
ɕit̪ol̪	cold ; chilly
ɕit̪l̪ot̪a	Coldness ; silliness
ɕit̪l̪os̪porɕo	cold to the touch ; sooth ing
ɕit̪l̪a	the presiding female deity of small-pox
ɕit̪l̪ikoron	making cool, cooling
ɕit̪l̪ib̤obon̪	getting cool, cooling
ɕit̪aŋɕu	the moon
ɕit̪aɡom	advent of cold or winter
ɕit̪at̪op	winter and summer ; cold and heat
ɕit̪at̪pon̪ie̯on̪t̪rit̪	air-conditioned
ɕit̪ad̪̤ikd͡zo	excess of cold
ɕit̪art̪o	stricken with cold ; shivering with cold
ɕit̪e kaঁpa	to shiver with cold
ɕit̪ero morɕum	the winter season, winter-time
ɕit̪oʂno	both hot and cold ; tepid
ɕit̪oʂnobl̪e̯o	the temperate zone
ɕit̪kar	hissing sound
ɕit̪kar	Amorous cry ; hissing sound
ɕid̪̤u	honey
ɕirno	lean
ɕirnokae̯	lean-bodied
ɕirnot̪a	thinness, leanness
ɕirʂo	summit
ɕirʂok	Under the title of ; having the heading of
ɕirʂokon	a vertical angle
ɕirʂos̪t̪ʰan̪	Head ; top
ɕirʂos̪t̪ʰan̪ie̯	At the head of ; leading
ɕirʂos̪t̪ʰan̪ie̯	highest ; foremost
ɕirʂos̪ɦan̪ie̯	highest, first ; most distinguished, chief, topmost
ɕil̪	nature ; natural disposition
ɕil̪obrot̪	practising virtues, virtuous
ɕil̪a ɕil̪pot̪ro	a character-certificate
ɕiʂ	Ear of corn
ɕuঁka	smelled, smelt
ɕuঁka	to smell
ɕuঁkan̪	to cause to smell
ɕuঁtoki	dried and seasoned fish
ɕuঁtoki	emaciated and shrivelled up
ɕuঁtoki mat͡ɕʰ	dried fish
ɕuঁti	a legume, a pod
ɕuঁtʰo	dried ginger
ɕuঁɽo	a proboscis, a trunk ; a snout
ɕuঁɽo	trunk
ɕuঁɽo baɽan̪	to crane one's neck
ɕuঁɽi	very narrow
ɕuঁɽi	a wine-seller, a vintner ; a dis tiller, a brewer
ɕuঁɽiro d̪okan̪	a wine-shop, a grog-shop ; a public house
ɕuঁɽiro s̪akʂi mat̪al̪	one offender bears out another
ɕuঁe̯opka	Hairy caterpillar
ɕuk	the popinjay
ɕukt̪ara	the vesper ; Venus
ɕukn̪a	Dry ; withered
ɕukon̪	Dry ; withered
ɕukan̪	dry ; desiccate
ɕukan̪	water etc. ; to sun or be sunned
ɕukt̪o	a dish of bitters
ɕukt̪i	nacre
ɕukt̪i-bid͡ʑ	pearl
ɕukro	Semen ; planet Venus
ɕukrot̪arol̪d͡zo	spermatorrhoea, involuntary seminal discharge
ɕukrobar	friday
ɕukrat͡ɕard͡zo	the preceptor of daityas
ɕukranu	spermatozoid
ɕukraɕe̯o	testis ; Testicle Testis
ɕukl̪o	white, hoary, grey ; bright, light
ɕukl̪o	the white colour
ɕukl̪opokʂo	the bright fortnight
ɕukl̪a ɕukl̪ot̪a	whiteness
ɕukʰa	dry ; exclusive of bed and board
ɕukʰa	drought
ɕut͡ɕi	pure ; clean, immaculate
ɕut͡ɕit̪a	purity ; cleanliness
ɕut͡ɕibrot̪	practising sanctity and virtue ; virtuous and holy
ɕut͡ɕiɕub̤ro	bright with sanctity or virtuousness
ɕut͡ɕis̪mit̪a	having a pure or bright smile
ɕud͡ʑn̪i	a diapered bedcover
ɕundo	a proboscis, a trunk ; a snout
ɕud̪d̪̤o	faultless ; flawless
ɕud̪d̪̤ot͡ɕit̪t̪o	chaste or virtuous in mind
ɕud̪d̪̤ot̪a	correctness ; flawlessness, faultlessness
ɕud̪d̪̤o bornol̪i	a purespectrum
ɕud̪d̪̤o bornal̪i	a purespectrum
ɕud̪d̪̤ol̪ekʰ	a fair copy
ɕud̪d̪̤os̪ot̪t̪bo	pure-souled
ɕud̪d̪̤at͡ɕar	practice of virtue or sanctity ; virtuousness
ɕud̪d̪̤at͡ɕarit̪a	practice of virtue or sanctity ; virtuousness
ɕud̪d̪̤at͡ɕari	same as
ɕud̪d̪̤aɕud̪d̪̤o	holy and profane ; pure and impure
ɕud̪d̪̤i	purification ; purgation
ɕud̪d̪̤ipot̪ro	errata
ɕud̪̤ran̪	Correct ; amend
ɕud̪̤a	to repay, to pay back
ɕud̪̤u	only
ɕud̪̤umat̪ro	only
ɕud̪̤u ɕud̪̤u	for nothing ; in vain
ɕud̪̤uɕud̪̤u	For nothing ; without cause
ɕun̪be	listen
ɕun̪ɕan̪	complete silence
ɕun̪ɕan̪	without a noise
ɕun̪a	Hear ; listen to
ɕun̪an̪i	a hearing
ɕun̪an̪	to make one hear ; to inform
ɕub̤	weal, well-being,  good
ɕub̤oŋkor	Auspicious ; beneficial
ɕub̤kor	doing good
ɕub̤okʂon	an opportunity, a chance
ɕub̤okʂone	In an auspicious moment
ɕub̤oŋkor	doing good
ɕub̤oŋkoro ɕub̤kormo	an auspicious work
ɕub̤oŋkori	of
ɕub̤d̪ɽiʂti	benign look ; mercy
ɕub̤ɸol̪	a happy result or outcome
ɕub̤l̪oɡon̪	an auspicious moment
ɕub̤l̪oɡon̪e	having auspicious
ɕub̤s̪oŋbad̪	good news
ɕub̤akaŋkʂa	well-wishing
ɕub̤akaŋkʂi	a well wisher
ɕub̤akaŋkʂi	well-wishing
ɕub̤aɡmon̪	an auspicious coming ; a kind visit
ɕub̤an̪ud̪̤d͡zae̯i	: well-wishing. : a well wisher
ɕub̤art̪ʰi	: well-wishing. : a well wisher
ɕub̤aɕirbad̪	kind blessing or benediction
ɕub̤aɕub̤	weal and woe ; good and evil
ɕub̤et͡ɕt͡ɕʰa	well-wishes, good wishes
ɕub̤ro	white ; grey
ɕub̤rot̪a	whiteness ; purity
ɕumar	Counting ; calculation
ɕumari	Counting ; calculation
ɕue̯a	sleep ; lie down
ɕue̯e	lie
ɕue̯e poɽa	to lie down ; to go to bed
ɕue̯rero dak	grunt
ɕue̯rero d̪aঁt̪o	a tusk
ɕue̯rero maŋs̪o	pork
ɕuru	begin
ɕuru	start
ɕuru t̪ʰeke ɕeʂ	from beginning to end
ɕurue̯a	soup
ɕul̪ko	tax
ɕul̪koɕal̪a	the customs house
ɕul̪kad̪̤in̪	bonded
ɕul̪kad̪̤in̪o pond͡zaɡar	bonded warehouse
ɕuɕn̪i	cress
ɕuɕuk	the porpoise, the dolphin
ɕuɕruʂa	Nursing ; attendance
ɕuɕruʂa	nursing
ɕuɕruʂa kora	to nurse
ɕuɕruʂakarini	a nurse ; a  sister
ɕuɕruʂakari	a male nurse
ɕuɕruʂakari	nursing. fem
ɕuʂko	arid
ɕuʂkot̪a	dryness
ɕuk	a beard of corn ; the chrysalis
ɕukkit	the caterpillar ; the chrysalis
ɕuko̤ɡ̤n̪o	larvicide
ɕukd̪̤an̪d͡zo	awned rice
ɕukor	the hog
ɕukrot͡ɕʰan̪a	the pig
ɕukropal̪ok	a swineherd
ɕukri	the sow
ɕukrero maŋs̪o	pork, ham
ɕud̪ro	Shudras ; a shudra
ɕud̪ra	a female shudra
ɕud̪rani	a female shudra ; a shudra's wife
ɕud̪ri	a shudra's wife
ɕun̪	poet, corrup. of
̃ɕun̪d͡zo	inane, empty, hollow ; insincere
ɕun̪d͡zo	zero ; cipher
ɕun̪d͡zo	destitute of, devoid of ; vacant
ɕun̪d͡zokumb̤o	an empty pitcher ;  a man of straw
ɕun̪d͡zokran̪t̪i-rekʰa	the aclinic line
ɕun̪d͡zoɡorb̤o	containing nothing within, empty ; hollow
ɕun̪d͡zot̪a	vacancy ; emptiness
ɕun̪d͡zod̪ɽiʂti	a vacant or blank look
ɕun̪d͡zopot̪ʰ	an aerial route
ɕun̪d͡zopan̪e	towards the sky
ɕun̪d͡zobad̪	atheism, nihilism
ɕun̪d͡zobad̪i	Buddhistic, Buddhist ; atheistical, atheistic
ɕun̪d͡zobad̪i	a Buddhist ; an atheist
ɕun̪d͡zo mon̪	a vacant or unoccupied mind ; an indifferent or stocial mind
ɕun̪d͡zomn̪e	in a vacant mood
ɕun̪d͡zomarɡo	aerial path ; pas sage through the air
ɕun̪d͡zod͡zat̪ra	a flight
ɕun̪d͡zos̪t̪ʰan̪	Empty or vacant place ; gap
ɕun̪d͡zos̪ɦan̪	empty or vacant space ; a blank
ɕun̪d͡zoɦos̪t̪o	empty-handed ; financially hard up, broke
ɕun̪d͡zoɦos̪t̪o ɕun̪d͡zokron	act of making empty ; evacuation
ɕun̪d͡zoɦos̪t̪e	empty-handedly ; without  money
ɕun̪d͡zoɦat̪	empty-handed ; financially hard up
ɕun̪d͡zikɽit̪	emptied ; evacuated
ɕun̪d͡ze	aloft
ɕupkar	a cook
ɕur	a valiant man or fighter ; a hero
ɕur	valiant ; heroic
ɕurt͡ɕit̪	befitting a hero
ɕul̪	a stake for impaling a criminal ; a trident
ɕul̪o̤ɡ̤n̪o	curing inflammation or colic
ɕul̪pokko	skewered or spitted and roasted
ɕul̪pani ɕul̪d͡zo	roasted on a spit or skewer
ɕul̪pan̪i	Shiva
ɕul̪bid̪d̪̤o	pierced with a trident or pike ; spitted, skewered
ɕul̪bed̪on̪a	colic pain
ɕul̪aɡor	pikehead
ɕul̪an̪i	pain, ache, inflammation ; itching
ɕul̪an̪	to become painful ; to have an itching for
ɕul̪i	Shiva
ɕul̪e d̪ee̯a	to impale
ɕɽiɡal̪	the jackal
ɕɽiŋkʰol̪	a chain ; fetters, irons
ɕɽiŋkʰol̪o-n̪ie̯om	chain rule
ɕɽiŋkʰol̪a	method, system ; due succession or order, sequence
ɕɽiŋkʰol̪abod̪d̪̤o	chained, fettered ; methodical, systematic
ɕɽiŋkʰol̪aɦin̪	disorderly ; confused
ɕɽiŋkʰol̪it̪	chained, fettered
ɕɽiŋɡo	a horn ; an antler
ɕɽiŋɡod̪̤bon̪i	the sound of a  horn
ɕɽiŋɡakar	corniform
ɕɽiŋɡar	Erotic sentiment ; amorous passion
ɕɽiŋɡi	a horned beast
ɕɽiŋɡi	horned ; corniculate
ɕeoɽa	a kind of wild tree
ɕeol̪a	Moss
ɕekʰ	sheikh
ɕekʰor	a crown ; a chaplet
ɕekʰa	to learn ; to study
ɕekʰa	learning ; studying
ɕekʰan̪	teach ; prepare
ɕekʰan̪	Teach ; educate
ɕekʰan̪o s̪akʂi	a tutored or primed witness
ɕed͡ʑ	a lamp within a chimney
ɕetʰ	an upcountry merchant
ɕeɸal̪i	the horsinghar ; its tree
ɕemid͡ʑ	a chemise
ɕee̯al̪	Jackal ; fox
ɕer	the tiger ; the lion
ɕeriɸ	Sheriff
ɕel̪	shell
ɕel̪s̪om	like the aforesaid missile
ɕeʂ	end
ɕeʂ	full
ɕeʂ	ultimately
ɕeʂo obos̪ɦa	the last or final stage ; the end
ɕeʂkot̪ʰa	last word ; Finality
ɕeʂo kora	to finish ; to ruin or destroy or kill
ɕeʂkal̪e	at last, in the end
ɕeʂkɽit̪d͡zo	last rites ; obsequies
ɕeʂpad̪	the last quarter
ɕeʂo bit͡ɕar	the Last Judgment, Doom
ɕeʂo bit͡ɕarok	the Final Judge
ɕeʂo bit͡ɕarero d̪in̪	the Judgment day, Doomsday
ɕeʂb̤aɡ	the last part ; the remaining portion
ɕeʂmuɦurt̪o	the last moment
ɕeʂd͡zat̪ra	the last journey ; death
ɕeʂrat̪	the last part of the night ; small hours
ɕeʂo ɦoe̯a	to be finished or concluded ; to end, to conclude
ɕeʂaɕeʂi	at the last moment ; at last
ɕeʂe	in the end ; in conclusion
ɕeʂokt̪o	mentioned last of all ; last-named
ɕok	mourning ; funeral
ɕod̪̤	payment ; revenge
ɕon̪a	listen ; hear
ɕob̤a	beauty ; coloring
ɕob̤ad͡zat̪ra	procession ; manifestation
ɕoʂon	exploitation ; absorption
ɕowkʰin̪	Fancy ; Deluxe
ɕojt̪d͡zo	coldness, cold ; chilliness, chill
ɕojt̪ʰil̪d͡zo	looseness, flaccidity ; dishevelled or blowsy state
ɕojb	of or worshipping Shiva
ɕojb	a Hindu community worshipping Shiva ; a member of this community
ɕojbl̪in̪i	a river
ɕojbal̪	lichen, moss ; alga
ɕojl̪	a mountain ; a rock
ɕojl̪od͡ʑ	mountainous or hilly
ɕojl̪d͡ʑa	of
ɕojl̪t̪ot̪t̪bo	petrology ; petrography
ɕojl̪me̯o	mountainous or hilly
ɕojl̪ɕira	a ridge
ɕojl̪s̪ut̪a	daughter of a mountain ; Goddess Durga
ɕojl̪s̪ut̪a ɕojl̪d͡ʑae̯a	Menaka. the wife of the Himalayas
ɕojl̪an̪t̪orip	a promontory
ɕojl̪i	style
ɕojl̪en̪d̪ro	the lord or king of mountains ; the Himalayas
ɕojl̪ee̯	a fragrant resin
ɕojl̪ee̯	hill-grown
ɕojl̪ot̪kʂepo-bɽiʂti	relief-rain
ɕojɕob	infancy, babyhood ; childhood
ɕojɕbokal̪	childhood ; babyhood
ɕojɕbokal̪in̪	of infancy or childhood days ; infantile
ɕojɕbokal̪t͡ɕit̪	proper for infancy or childhood ; child-like
ɕojɕbos̪mɽit̪i	reminiscence of one's childhood days
ɕojɕbabod̪̤i	from or since childhood
ɕojʂmiko d͡ʑ̤il̪l̪i	the mucous membrane
ɕok	condolence
ɕoko kora	to mourn, to grieve
ɕokɡat̪ʰa	Song of mooring ; elegy
ɕokɡat̪ʰa,ɕokɡit̪i	an elegy ; a dirge
ɕokɡoros̪t̪o	bereaved ; grief-stricken
ɕokt͡ɕiɦn̪o	a sign or token of mourning
ɕokd͡ʑon̪ok	mournful ; woeful
ɕokd͡zat̪ra	a funeral procession
ɕoks̪oŋɡit̪	an elegy ; a dirge
ɕoks̪on̪t̪opt̪o	afflicted with grief, grief-stricken
ɕoks̪ob̤a	a condolence meeting
ɕoks̪aɡor	an ocean of grief
ɕoks̪ut͡ɕok	indicating grief or mourning
ɕokakul̪	beside oneself with grief
ɕokat͡ɕt͡ɕʰon̪n̪o	be set or overwhelmed with grief
ɕokat̪ur	Overwhelmed with sorrow ; sorrowful
ɕokan̪ol̪	the burning fire of grief
ɕokaboɦ	mournful ; woeful
ɕokabeɡ	outburst of grief
ɕokab̤ib̤ut̪	Overwhelmed with grief ; stricken with sorrow
ɕokart̪o	grief-stricken
ɕot͡ɕon̪	mourning or grieving ; lamentation
ɕot͡ɕn̪ie̯	mournful ; grievous
ɕot͡ɕn̪ie̯	miserable ; deplorable
ɕonit̪	blood
ɕonit̪kona	a small drop of blood ; a blood-corpuscle
ɕonit̪d̪̤ara	a stream or flow of blood ; blood-circulation
ɕonit̪d̪̤ara ɕonit̪mokʂon	blood-letting
ɕonit̪pat̪	bloodshed ; haemorrhage
ɕonit̪pae̯i prani	a blood-sucker
ɕonit̪pipas̪a	blood thirstiness
ɕonit̪pipas̪u	bloodthirsty
ɕonit̪oprobaɦ	a stream or flow of blood ; blood-circulation
ɕonit̪rond͡ʑit̪	smeared with blood
ɕonit̪ɕira	a vein ; an artery
ɕonit̪ɕoʂon	extortion
ɕonit̪akt̪o	smeared with blood
ɕonima	red glow or tinge ; flush
ɕot̪ʰ	dropsy
ɕot̪ʰo n̪ama	to have dropsical swelling
ɕod̪̤	repayment ; payment, acquittance, clearing off
ɕod̪̤ok	purifying ; sanctifying
ɕod̪̤o kora	to re pay ; to pay
ɕod̪̤o d̪ee̯a	to pay back ; to pay
ɕod̪̤on̪	purification ; sanctification, consecration
ɕod̪̤n̪o kora	to purify ; to sanctify, to consecrate
ɕod̪̤n̪aɡar	refinery
ɕod̪̤n̪i	purifying ; sanctifying
ɕod̪̤o n̪ee̯a	to take revenge  ; to retaliate
ɕod̪̤bod̪̤	settling or balancing of accounts ; having one's revenge on somebody
ɕod̪̤o d͡zae̯a	to be repaid or paid
ɕod̪̤ran̪	to rectify or be rectified ; to correct or be corrected
ɕod̪̤akʂom	insolvent
ɕod̪̤akʂomt̪a	insolvency
ɕod̪̤d͡zo	repay able
ɕon̪a	heard
ɕon̪a	heard or learnt from others
ɕon̪an̪	to make one hear ; to inform or tell
ɕon̪amat̪ro	immediately on hearing
ɕoɸar	a chauffeur
ɕob̤on̪	beautiful
ɕob̤n̪ie̯	becoming
ɕob̤man̪	existing or being present beautifully ; looking beautiful or decorous
ɕob̤a	beauty ; beautiful show
ɕob̤akor	beautifying ; adorning
ɕob̤a kora	to beautify ; to embellish
ɕob̤a pae̯a	to exist or be present beautifully ; to look beautiful or decorous
ɕob̤ame̯o	beautiful ; graceful
ɕob̤ame̯i ɕob̤ad͡zat̪ra	a procession
ɕob̤ad͡zat̪ra kore d͡zae̯a	to go in a procession
ɕob̤ad͡zat̪ra baro kora	to take out a procession
ɕob̤ad͡zat̪ri	a processionist
ɕob̤aɕun̪d͡zo	having no beauty ; having no beautiful show
ɕob̤a ɦoe̯a	to look beautiful or decorous ; to have a beautiful show
ɕob̤it̪	beautifully existing ; beautified
ɕob̤i	beautifying ; adorning
ɕoe̯a	to lie down ; to sleep
ɕoe̯a	lie ; lie down
ɕoe̯an̪	to cause to lie down ; to lay down
ɕoe̯abs̪a	deportment, bearing ; social intercourse
ɕoe̯abs̪a kora	to have social inter course with
ɕor	a loud  noise
ɕorɡol̪	an uproarious noise ; hue and cry
ɕoro t̪ol̪a	to raise an uproar
ɕora	nitre, salt-petre
ɕora̤ɡ̤otit̪	nitric
ɕol̪	a large tubular fish
ɕol̪a	spongewood, hat-plant, sola
ɕol̪aro kad͡ʑ	sola work
ɕol̪aro tupi	a sola hat
ɕoʂ	dryness ; juiceless or sapless state
ɕoʂ	dried up within
ɕoʂok	an absorber ; a sucker
ɕoʂok	absorbing ; drying up
ɕoʂo-kaɡod͡ʑ	blotting-paper
ɕoʂon	absorption ; act of drying up
ɕoʂno kora	to absorb ; to dry up
ɕoʂnobornal̪i	spectrum absorption
ɕoʂit̪	absorbed ; dried up
ɕoɦrot̪	announcement, proclamation
ɕoɦin̪i	an Indian musical mode
ɕowkʰin̪	fancy
ɕowkʰin̪t̪a	luxuriousness ; inclination to niceties
ɕowt͡ɕ	purity ; sanctity
ɕowt͡ɕo kora	to sanctify
ɕowt͡ɕaɡar	a latrine
ɕowndo	drunken, inebriate, intoxicated ; greatly addicted or habituated to
ɕowrd͡zo	valour, prowess ; heroism
ɕowrd͡zoɕal̪in̪i	valorous
ɕowrd͡zoɕal̪i	valorous, valiant ; heroic
˜ɕt͡ɕot̪bariŋɕo	forty-three
˜ɕt͡ɕot̪bariŋɕot̪i t̪re̯oɕt͡ɕot̪t̪ariŋɕot̪t̪om	forty-third. fem
ɕbo	the dog
ɕbod̪on̪t̪o	a canine tooth
ɕbobɽit̪t̪i	dog-like behaviour, doggish ness ; servitude, servility
ɕboɕur	a father-in-law ; an uncle-in-law
ɕboɕuro̤ɡ̤or	a woman's father-in-law's house
ɕboɕurbaɽi ɕboɕural̪e̯o	a man's or woman's father-in-law's house
ɕboɕru	a mother-in-law ; an aunt-in-law
ɕbos̪on̪	breathing, respiration ; in halation
ɕbapod̪	any carnivorous ferocious beast of prey ; a wild beast
ɕbapd̪os̪oŋkul̪o ɕbapd̪os̪omakirno	infested with ferocious beasts of prey
ɕbas̪	breathing
ɕbas̪o otʰa	to be in the last gasp
ɕbas̪koʂto	breathing trouble ; laboured breathing, dyspnoea
ɕbas̪ken̪d̪ro	the respiratory centre
ɕbas̪okrie̯a	breathing, respiration
ɕbas̪ɡoroɦon	inhalation
ɕbas̪o t͡ɕʰaɽa	to breathe out
ɕbas̪ot̪d͡zaɡ	exhalation
ɕbas̪n̪al̪i	the windpipe, the trachea
ɕbas̪o n̪ee̯a	to breathe in
ɕbas̪oproɕbas̪	breathing, respiration
ɕbas̪d͡zon̪t̪ro	the respiratory organ, lungs
ɕbas̪rud̪d̪̤o	choke
ɕbas̪roɡ	any disease characterized by breathing trouble
ɕbas̪rod̪̤	suffocation or choking ; bated breath
ɕbas̪rod̪̤ok	suffocating, choking
ɕbas̪rod̪̤o kora	to suffocate ; to choke
ɕbas̪rod̪̤o ɦoe̯a	to be suffocated or choked ; to be come breathless
ɕbet̪	the white colour
ɕbet̪	white ; grey
ɕbet̪d͡zukt̪o ɕbet̪s̪ar	simple starch
ɕbet̪korobi	the white oleander
ɕbet̪kae̯	white complexioned
ɕbet̪kuʂtʰo	leucoderma
ɕbet̪t͡ɕormo	white-skinned, white-complexioned
ɕbet̪od̪bip	a mythological island ; the British Isles
